Num.,Candidate,Constituency,Votes,Percentage,Seat won,Party
11,MILER Maria Lidia,Nr 38 [Piła],1060,0.01,nie,2
12,KASPRZAK Robert Piotr,Nr 38 [Piła],1359,0.01,nie,2
13,OKPISZ Andrzej Janusz,Nr 38 [Piła],982,0.01,nie,2
14,PRĘTKOWSKI Rafał,Nr 38 [Piła],1044,0.01,nie,2
15,PIETRUCZUK Wiesław,Nr 38 [Piła],663,0.0,nie,2
16,MUZYKA Emilia,Nr 38 [Piła],1638,0.01,nie,2
17,KARDASZ Maria Joanna,Nr 38 [Piła],1433,0.01,nie,2
18,BŁASZCZYK Krzysztof Jakub,Nr 38 [Piła],3558,0.02,nie,2
1,EMILEWICZ Jadwiga Katarzyna,Nr 39 [Poznań],43958,0.24,tak,2
2,DZIUBA Tadeusz Antoni,Nr 39 [Poznań],14213,0.08,nie,2
3,SZYNKOWSKI VEL SĘK Szymon Andrzej,Nr 39 [Poznań],24233,0.13,tak,2
4,STRYJSKA Małgorzata Irena,Nr 39 [Poznań],2568,0.01,nie,2
5,ZYSK Tadeusz,Nr 39 [Poznań],7134,0.04,nie,2
6,WRÓBLEWSKI Bartłomiej Piotr,Nr 39 [Poznań],22181,0.12,tak,2
7,SOMMERFELD Jacek,Nr 39 [Poznań],3462,0.02,nie,2
8,CZERWIŃSKI Zbigniew,Nr 39 [Poznań],1922,0.01,nie,2
9,RACZKOWSKI Mateusz Kacper,Nr 39 [Poznań],548,0.0,nie,2
10,ŻELAZNY Filip,Nr 39 [Poznań],2035,0.01,nie,2
11,STACHOWIAK-GAUDEN Anna,Nr 39 [Poznań],800,0.0,nie,2
12,BRZOZOWSKA Iwona Anna,Nr 39 [Poznań],1117,0.01,nie,2
13,KRZYŻANOWSKA-WALASZCZYK Ewa Urszula,Nr 39 [Poznań],535,0.0,nie,2
14,SZELĄGOWSKI Piotr Adam,Nr 39 [Poznań],797,0.0,nie,2
15,BRATKOWSKI Wojciech,Nr 39 [Poznań],492,0.0,nie,2
16,KULECZKA-DRZEWIECKA Ewa,Nr 39 [Poznań],928,0.01,nie,2
17,MARKIEWICZ Marian Jan,Nr 39 [Poznań],553,0.0,nie,2
18,DALESZYŃSKA Marta Ewa,Nr 39 [Poznań],644,0.0,nie,2
19,WŁODARCZAK Katarzyna Barbara,Nr 39 [Poznań],979,0.01,nie,2
20,DEMBIŃSKI Krzysztof Henryk,Nr 39 [Poznań],1220,0.01,nie,2
1,HOC Czesław,Nr 40 [Koszalin],33083,0.18,tak,2
2,SZEFERNAKER Paweł Maciej,Nr 40 [Koszalin],22116,0.12,tak,2
3,GOLIŃSKA Małgorzata Joanna,Nr 40 [Koszalin],16497,0.09,tak,2
4,STRZAŁKOWSKI Stefan Zdzisław,Nr 40 [Koszalin],4266,0.02,nie,2
5,SUBOCZ Marek Andrzej,Nr 40 [Koszalin],7937,0.04,nie,2
6,WIŚNIEWSKI Artur,Nr 40 [Koszalin],2744,0.01,nie,2
7,OWSIAK Jan Andrzej,Nr 40 [Koszalin],2548,0.01,nie,2
8,SOZAŃSKA-MAJCHRZAK Izabella Marzena,Nr 40 [Koszalin],1231,0.01,nie,2
9,PYŻANOWSKI Jakub Mikołaj,Nr 40 [Koszalin],1071,0.01,nie,2
10,CHRUŚCIEL Ryszard Ambroży,Nr 40 [Koszalin],1045,0.01,nie,2
11,NAGÓRSKA Barbara,Nr 40 [Koszalin],1438,0.01,nie,2
12,BŁASZCZYK Grzegorz,Nr 40 [Koszalin],1414,0.01,nie,2
13,KĘDZIOR Barbara,Nr 40 [Koszalin],1065,0.01,nie,2
14,SZTREJA Halina Zofia,Nr 40 [Koszalin],565,0.0,nie,2
15,SZADZEWICZ Jacek Piotr,Nr 40 [Koszalin],1270,0.01,nie,2
16,NIEMYT Emilia Kazimiera,Nr 40 [Koszalin],1788,0.01,nie,2
1,GRÓBARCZYK Marek Józef,Nr 41 [Szczecin],58912,0.32,tak,2
2,DOBRZYŃSKI Leszek,Nr 41 [Szczecin],14105,0.08,tak,2
3,SZAŁABAWKA Artur Lesław,Nr 41 [Szczecin],11346,0.06,tak,2
4,JACH Michał,Nr 41 [Szczecin],11881,0.06,tak,2
5,BIERNAT Stefania Elżbieta,Nr 41 [Szczecin],4646,0.03,nie,2
6,ZAREMBA Krzysztof Piotr,Nr 41 [Szczecin],9189,0.05,nie,2
7,MUCHA Rafał Marek,Nr 41 [Szczecin],8672,0.05,nie,2
8,DRZAZGA Kazimierz,Nr 41 [Szczecin],2782,0.02,nie,2
9,LITWIŃSKI Arkadiusz,Nr 41 [Szczecin],2035,0.01,nie,2
10,POSOBKIEWICZ Marek,Nr 41 [Szczecin],1325,0.01,nie,2
11,SZELĄŻEK Andrzej,Nr 41 [Szczecin],2217,0.01,nie,2
12,KUŹMIŃSKA Monika,Nr 41 [Szczecin],2872,0.02,nie,2
13,ŁYJAK Justyna,Nr 41 [Szczecin],3290,0.02,nie,2
14,ZARĘBSKA-KULESZA Magdalena,Nr 41 [Szczecin],1963,0.01,nie,2
15,MATECKI Dariusz Piotr,Nr 41 [Szczecin],7121,0.04,nie,2
16,BOGUCKI Zbigniew,Nr 41 [Szczecin],3659,0.02,nie,2
17,BRZOZOWSKA Maria Romualda,Nr 41 [Szczecin],1270,0.01,nie,2
18,PAWLAK Anna,Nr 41 [Szczecin],5018,0.03,nie,2
19,TOBOŁA Jolanta Barbara,Nr 41 [Szczecin],1201,0.01,nie,2
20,KAMIŃSKI Michał,Nr 41 [Szczecin],2029,0.01,nie,2
21,DYCZYŃSKA Katarzyna Karolina,Nr 41 [Szczecin],1446,0.01,nie,2
22,STÓJ Agnieszka Janina,Nr 41 [Szczecin],2149,0.01,nie,2
23,KURZAWA Agnieszka,Nr 41 [Szczecin],2055,0.01,nie,2
24,KOPEĆ Maciej Stanisław,Nr 41 [Szczecin],4017,0.02,nie,2
1,MYRDA Adam Stanisław,Nr 1 [Legnica],4381,0.02,nie,8
2,GABRYSIAK Tomasz Andrzej,Nr 1 [Legnica],1214,0.01,nie,8
3,KIEŁB Jacek,Nr 1 [Legnica],957,0.01,nie,8
4,MIEDZIŃSKI Piotr Jan,Nr 1 [Legnica],400,0.0,nie,8
5,JANIK Kazimierz,Nr 1 [Legnica],477,0.0,nie,8
6,CASTAÑEDA TRUJILLO Beata,Nr 1 [Legnica],480,0.0,nie,8
7,WANDYCZ Piotr Kazimierz,Nr 1 [Legnica],315,0.0,nie,8
8,SZEFFS Irena Ewa,Nr 1 [Legnica],283,0.0,nie,8
9,SALA Rafał Krzysztof,Nr 1 [Legnica],261,0.0,nie,8
10,LEWICKI Krzysztof Mirosław,Nr 1 [Legnica],311,0.0,nie,8
11,TOBIASZ Aleksandra Marta,Nr 1 [Legnica],346,0.0,nie,8
12,CIEŚLA Maciej Jan,Nr 1 [Legnica],361,0.0,nie,8
13,SOBIESKA Emilia Janina,Nr 1 [Legnica],436,0.0,nie,8
14,ZIELIŃSKI Artur Waldemar,Nr 1 [Legnica],234,0.0,nie,8
15,CZAJA Dariusz Andrzej,Nr 1 [Legnica],414,0.0,nie,8
16,FOREMNA Justyna Magdalena,Nr 1 [Legnica],261,0.0,nie,8
17,KUŚWIK Bartosz Seweryn,Nr 1 [Legnica],237,0.0,nie,8
18,GRZELAK Katarzyna Aneta,Nr 1 [Legnica],339,0.0,nie,8
19,WITKOWSKI Krzysztof Walery,Nr 1 [Legnica],179,0.0,nie,8
20,KUSTROWSKA Jolanta Elżbieta,Nr 1 [Legnica],122,0.0,nie,8
21,ZAWIERUCHA Stefan Adam,Nr 1 [Legnica],196,0.0,nie,8
22,TYMIŃSKA Katarzyna Paula,Nr 1 [Legnica],223,0.0,nie,8
23,SAŁADUCHA Jadwiga Wacława,Nr 1 [Legnica],128,0.0,nie,8
24,POLAK-SALOMON Kamil Norbert,Nr 1 [Legnica],940,0.01,nie,8
1,SZPUR Anatol Kazimierz,Nr 2 [Wałbrzych],1669,0.01,nie,8
2,GOLAK Julian Kazimierz,Nr 2 [Wałbrzych],578,0.0,nie,8
3,MICHAŃCIO Iwona Kornela,Nr 2 [Wałbrzych],363,0.0,nie,8
4,SZYMKIEWICZ Robert Artur,Nr 2 [Wałbrzych],303,0.0,nie,8
5,LESZCZYŃSKA Marzanna Irena,Nr 2 [Wałbrzych],690,0.0,nie,8
6,GABRIEL Katarzyna Joanna,Nr 2 [Wałbrzych],262,0.0,nie,8
7,IGNOR Agnieszka Joanna,Nr 2 [Wałbrzych],188,0.0,nie,8
8,HAŁACZKIEWICZ Sebastian,Nr 2 [Wałbrzych],558,0.0,nie,8
9,BIELAWSKA Sylwia Małgorzata,Nr 2 [Wałbrzych],572,0.0,nie,8
10,ŚWITOŃ-PAWLICKA Grażyna Izabela,Nr 2 [Wałbrzych],190,0.0,nie,8
11,LATUSZEK Wojciech,Nr 2 [Wałbrzych],155,0.0,nie,8
12,TUTKA Ewa Lucyna,Nr 2 [Wałbrzych],330,0.0,nie,8
13,CHOJNACKA Joanna Agata,Nr 2 [Wałbrzych],364,0.0,nie,8
14,ŁATA Artur Sławomir,Nr 2 [Wałbrzych],409,0.0,nie,8
1,ZDROJEWSKA Ewa Anna,Nr 3 [Wrocław],9958,0.05,nie,8
2,PRZYWARA Karol,Nr 3 [Wrocław],810,0.0,nie,8
3,MARSZAŁEK Janusz,Nr 3 [Wrocław],1033,0.01,nie,8
4,KOSTERSKA Barbara,Nr 3 [Wrocław],867,0.0,nie,8
5,ĆWIERTNIEWICZ Grzegorz Piotr,Nr 3 [Wrocław],222,0.0,nie,8
6,HAŁADAJ Krystyna Jadwiga,Nr 3 [Wrocław],842,0.0,nie,8
7,KACZMARZYK-JANCZAK Elżbieta Zofia,Nr 3 [Wrocław],314,0.0,nie,8
8,POTYRAŁA Zbigniew,Nr 3 [Wrocław],599,0.0,nie,8
9,DOLAT Agnieszka,Nr 3 [Wrocław],649,0.0,nie,8
10,DYSZKIEWICZ Iwona Elżbieta,Nr 3 [Wrocław],302,0.0,nie,8
11,WYBIERAŁA Paweł,Nr 3 [Wrocław],479,0.0,nie,8
12,ISKRA Piotr Paweł,Nr 3 [Wrocław],520,0.0,nie,8
13,SAŁO Dorota,Nr 3 [Wrocław],381,0.0,nie,8
14,HAŁAS-KORALEWSKA Małgorzata Kamila,Nr 3 [Wrocław],344,0.0,nie,8
15,CZAPIEWSKI Edward,Nr 3 [Wrocław],179,0.0,nie,8
16,TOMKIEWICZ Barbara Elżbieta,Nr 3 [Wrocław],153,0.0,nie,8
17,KOPEĆ Antoni,Nr 3 [Wrocław],752,0.0,nie,8
18,PIONTEK Jan Feliks,Nr 3 [Wrocław],261,0.0,nie,8
19,TRACZYK Andrzej Jacek,Nr 3 [Wrocław],231,0.0,nie,8
20,PAWŁOWSKA Agnieszka,Nr 3 [Wrocław],384,0.0,nie,8
21,HOŁÓWKA Małgorzata Agnieszka,Nr 3 [Wrocław],304,0.0,nie,8
22,NAPLOCHA Agnieszka,Nr 3 [Wrocław],151,0.0,nie,8
23,KURDZIEL Hubert Kazimierz,Nr 3 [Wrocław],171,0.0,nie,8
24,SZYLER Paweł Tomasz,Nr 3 [Wrocław],217,0.0,nie,8
25,STACHORZECKA Maria Helena,Nr 3 [Wrocław],114,0.0,nie,8
26,KAZIKOWSKA Paulina,Nr 3 [Wrocław],255,0.0,nie,8
27,KEMPA Jarosław Jan,Nr 3 [Wrocław],532,0.0,nie,8
1,PAJĄK Łukasz Radosław,Nr 4 [Bydgoszcz],1196,0.01,nie,8
2,PŁACZKIEWICZ Beata Maria,Nr 4 [Bydgoszcz],368,0.0,nie,8
3,PIWOWAR Sara,Nr 4 [Bydgoszcz],645,0.0,nie,8
4,KOZŁOWSKA Małgorzata Kinga,Nr 4 [Bydgoszcz],566,0.0,nie,8
5,WOŹNIAK Sławomir,Nr 4 [Bydgoszcz],306,0.0,nie,8
6,WYSOCKI Jan Maciej,Nr 4 [Bydgoszcz],231,0.0,nie,8
7,LIS Marzena,Nr 4 [Bydgoszcz],443,0.0,nie,8
8,KAPUSTA Daniel Piotr,Nr 4 [Bydgoszcz],277,0.0,nie,8
9,KOWALSKI Dominik,Nr 4 [Bydgoszcz],189,0.0,nie,8
10,KUŚNIERZ Damian Tomasz,Nr 4 [Bydgoszcz],117,0.0,nie,8
11,GAWINKOWSKA Andżelika Ewelina,Nr 4 [Bydgoszcz],88,0.0,nie,8
12,RYCHLIK Bartosz Adrian,Nr 4 [Bydgoszcz],77,0.0,nie,8
13,MAZUR Adam Marek,Nr 4 [Bydgoszcz],172,0.0,nie,8
14,JAWORSKA Daria,Nr 4 [Bydgoszcz],343,0.0,nie,8
15,BARAŃSKI Krzysztof Marian,Nr 4 [Bydgoszcz],74,0.0,nie,8
16,POGORZELSKI Piotr,Nr 4 [Bydgoszcz],99,0.0,nie,8
17,OLSZAK Paulina,Nr 4 [Bydgoszcz],361,0.0,nie,8
18,KLIBER Sławomir Wojciech,Nr 4 [Bydgoszcz],370,0.0,nie,8
1,KUSZYŃSKI Marek,Nr 5 [Toruń],1050,0.01,nie,8
2,KRAJEWSKI Radosław,Nr 5 [Toruń],383,0.0,nie,8
3,ZIÓŁKOWSKI Sebastian Leszek,Nr 5 [Toruń],218,0.0,nie,8
4,WRZESIŃSKI Marek Grzegorz,Nr 5 [Toruń],200,0.0,nie,8
5,KWIATKOWSKA Angelika Agnieszka,Nr 5 [Toruń],372,0.0,nie,8
6,PYTKOWSKI Krzysztof Janusz,Nr 5 [Toruń],89,0.0,nie,8
7,SKIBA Dorota Maria,Nr 5 [Toruń],285,0.0,nie,8
8,SZADKOWSKI Marek,Nr 5 [Toruń],175,0.0,nie,8
9,BINIAK Zofia,Nr 5 [Toruń],194,0.0,nie,8
10,KACPROWICZ Patryk Krzysztof,Nr 5 [Toruń],328,0.0,nie,8
11,NIEWIADOMSKA Ewa,Nr 5 [Toruń],316,0.0,nie,8
12,OBIEZIERSKA Agnieszka Katarzyna,Nr 5 [Toruń],93,0.0,nie,8
13,ZADWORZAŃSKI Marek Adam,Nr 5 [Toruń],72,0.0,nie,8
14,FIJAŁKOWSKA Monika,Nr 5 [Toruń],244,0.0,nie,8
15,KAMIŃSKA Lidia,Nr 5 [Toruń],197,0.0,nie,8
16,RUTECKA Magdalena,Nr 5 [Toruń],137,0.0,nie,8
17,NOWAK Joanna,Nr 5 [Toruń],235,0.0,nie,8
18,KARSKI Piotr Paweł,Nr 5 [Toruń],98,0.0,nie,8
19,JABŁOŃSKI Michał Piotr,Nr 5 [Toruń],145,0.0,nie,8
20,JUCEWICZ Jarosław,Nr 5 [Toruń],399,0.0,nie,8
1,WOCH Marek Marian,Nr 6 [Lublin],1314,0.01,nie,8
2,BERECKA Barbara,Nr 6 [Lublin],511,0.0,nie,8
3,MARKIEWICZ Jarosław Szczepan,Nr 6 [Lublin],277,0.0,nie,8
4,KUSZYK Andrzej Robert,Nr 6 [Lublin],242,0.0,nie,8
5,POGONOWSKI Arkadiusz,Nr 6 [Lublin],489,0.0,nie,8
6,ZARYCHTA Jolanta Marta,Nr 6 [Lublin],214,0.0,nie,8
7,DANG XUAN Adrian Hai,Nr 6 [Lublin],570,0.0,nie,8
8,MAZUR Agnieszka Monika,Nr 6 [Lublin],381,0.0,nie,8
9,MISIAK Arkadiusz Jacek,Nr 6 [Lublin],203,0.0,nie,8
10,KRZYSZTOFIK Dariusz,Nr 6 [Lublin],117,0.0,nie,8
11,ROLA Anna,Nr 6 [Lublin],508,0.0,nie,8
12,STRADOMSKA Marlena Wanda,Nr 6 [Lublin],78,0.0,nie,8
13,TCHOREK Paweł,Nr 6 [Lublin],107,0.0,nie,8
14,SZWAJEWSKA Małgorzata Anna,Nr 6 [Lublin],110,0.0,nie,8
15,DADEJ Karol Paweł,Nr 6 [Lublin],176,0.0,nie,8
16,TARŁOWSKA Jolanta Barbara,Nr 6 [Lublin],105,0.0,nie,8
17,PIETROSIŃSKI Marcin Jakub,Nr 6 [Lublin],93,0.0,nie,8
18,SŁAPCZYŃSKI Tomasz Marcin,Nr 6 [Lublin],53,0.0,nie,8
19,DOMAŃSKI Piotr,Nr 6 [Lublin],179,0.0,nie,8
20,MYŚLIWIEC Magdalena,Nr 6 [Lublin],165,0.0,nie,8
21,KAMOLA Mateusz Waldemar,Nr 6 [Lublin],120,0.0,nie,8
22,KOKOT Katarzyna,Nr 6 [Lublin],193,0.0,nie,8
23,ZIELIŃSKI Piotr Mariusz,Nr 6 [Lublin],138,0.0,nie,8
24,BANACH Artur Lech,Nr 6 [Lublin],161,0.0,nie,8
25,KĘPOWICZ Tomasz Wojciech,Nr 6 [Lublin],81,0.0,nie,8
26,GRZEGORCZYK Renata,Nr 6 [Lublin],140,0.0,nie,8
27,KIERZKOWSKA-ŻUK Ines Agnieszka,Nr 6 [Lublin],82,0.0,nie,8
28,MANDELA Marek Robert,Nr 6 [Lublin],64,0.0,nie,8
29,SZWERC Wojciech,Nr 6 [Lublin],109,0.0,nie,8
30,CINNER Dominika,Nr 6 [Lublin],510,0.0,nie,8
1,KOKOT Jan,Nr 7 [Chełm],641,0.0,nie,8
2,KOZIARA Ewa Małgorzata,Nr 7 [Chełm],430,0.0,nie,8
3,ŁUKASIK Rafał Mirosław,Nr 7 [Chełm],255,0.0,nie,8
4,LANGA Dariusz,Nr 7 [Chełm],504,0.0,nie,8
5,CHIBOWSKI Arkadiusz,Nr 7 [Chełm],134,0.0,nie,8
6,RYPINA Beata,Nr 7 [Chełm],173,0.0,nie,8
7,LEWCZUK Damian Jarosław,Nr 7 [Chełm],194,0.0,nie,8
8,JÓŹWIK Justyna Renata,Nr 7 [Chełm],149,0.0,nie,8
9,WYSOKIŃSKA Dorota,Nr 7 [Chełm],177,0.0,nie,8
10,POPIELEC Przemysław,Nr 7 [Chełm],144,0.0,nie,8
11,CELIŃSKI Marek,Nr 7 [Chełm],104,0.0,nie,8
12,WASĄG Lidia Elżbieta,Nr 7 [Chełm],121,0.0,nie,8
13,SOKOŁOWSKI Kamil,Nr 7 [Chełm],148,0.0,nie,8
14,WOCH Ewelina Ilona,Nr 7 [Chełm],122,0.0,nie,8
15,BODNAR Anna Maria,Nr 7 [Chełm],80,0.0,nie,8
16,ZALEWSKA Agnieszka,Nr 7 [Chełm],305,0.0,nie,8
17,KOWALIK Rafał,Nr 7 [Chełm],987,0.01,nie,8
1,SKUPIŃSKI Przemysław Szczepan,Nr 11 [Sieradz],1511,0.01,nie,8
2,GOŹDZIEWICZ Wojciech Stanisław,Nr 11 [Sieradz],182,0.0,nie,8
3,TOBOLCZYK Przemysław Bogusław,Nr 11 [Sieradz],374,0.0,nie,8
4,PIETRZAK Jacek,Nr 11 [Sieradz],430,0.0,nie,8
5,MATUSIAK Emilia,Nr 11 [Sieradz],797,0.0,nie,8
6,BACZYŃSKA-SOCHA Monika Magdalena,Nr 11 [Sieradz],329,0.0,nie,8
7,KLIMKIEWICZ Jakub Marcin,Nr 11 [Sieradz],204,0.0,nie,8
8,GAWRON Jakub Mateusz,Nr 11 [Sieradz],243,0.0,nie,8
9,BARAŃSKA Lucyna Stanisława,Nr 11 [Sieradz],158,0.0,nie,8
10,DOMINIAK Mariusz Janusz,Nr 11 [Sieradz],209,0.0,nie,8
11,KLIMKIEWICZ Edyta Zofia,Nr 11 [Sieradz],156,0.0,nie,8
12,CHRUŚCIEL Agnieszka Anna,Nr 11 [Sieradz],197,0.0,nie,8
13,FURMAŃCZYK Natalia Ewa,Nr 11 [Sieradz],214,0.0,nie,8
14,BORYS Jerzy,Nr 11 [Sieradz],231,0.0,nie,8
15,KOLĘDA Magdalena,Nr 11 [Sieradz],347,0.0,nie,8
16,OWCZAREK Katarzyna,Nr 11 [Sieradz],290,0.0,nie,8
17,MAJKOWSKI Marcin Tomasz,Nr 11 [Sieradz],90,0.0,nie,8
18,NEUMAN Michał Andrzej,Nr 11 [Sieradz],86,0.0,nie,8
19,SYNCEREK Joanna Agnieszka,Nr 11 [Sieradz],174,0.0,nie,8
20,SABELA Mariusz Tomasz,Nr 11 [Sieradz],57,0.0,nie,8
21,BARANIAK Monika,Nr 11 [Sieradz],148,0.0,nie,8
22,ROBACZYŃSKI Adrian Piotr,Nr 11 [Sieradz],52,0.0,nie,8
23,GOŹDZIK Marcin Witold,Nr 11 [Sieradz],149,0.0,nie,8
24,PLACEK-KUJAWSKA Beata Urszula,Nr 11 [Sieradz],555,0.0,nie,8
1,JAKUBIAK Marek,Nr 13 [Kraków],3501,0.02,nie,8
2,ROKOSZ-KUCZYŃSKI Gniewomir Gwidon,Nr 13 [Kraków],299,0.0,nie,8
3,BATKO Jerzy Leszek,Nr 13 [Kraków],520,0.0,nie,8
4,PRZEWŁOCKA Anna Agnieszka,Nr 13 [Kraków],395,0.0,nie,8
5,GRZYBEK Marta Barbara,Nr 13 [Kraków],296,0.0,nie,8
6,KAMIŃSKA Wioleta Barbara,Nr 13 [Kraków],303,0.0,nie,8
7,LORENC Andrzej Jan,Nr 13 [Kraków],233,0.0,nie,8
8,ŚWIAT Grażyna Zofia,Nr 13 [Kraków],248,0.0,nie,8
9,SZCZEPAŃSKI Dawid Łukasz,Nr 13 [Kraków],188,0.0,nie,8
10,WNĘK Dorota Maria,Nr 13 [Kraków],307,0.0,nie,8
11,KUCIA Maciej Paweł,Nr 13 [Kraków],208,0.0,nie,8
12,SUDER Stanisława Agata,Nr 13 [Kraków],246,0.0,nie,8
13,CZURYŁO Grzegorz Andrzej,Nr 13 [Kraków],164,0.0,nie,8
14,LEŚNIAK Marianna,Nr 13 [Kraków],280,0.0,nie,8
15,KORASZEWSKI Bogusław Stanisław,Nr 13 [Kraków],67,0.0,nie,8
16,WAWRZYNEK Anna Małgorzata,Nr 13 [Kraków],128,0.0,nie,8
17,CICHOSZ Adam,Nr 13 [Kraków],149,0.0,nie,8
18,WYSKOWSKI Laura Beata,Nr 13 [Kraków],72,0.0,nie,8
19,NAHIRNY Krzysztof Jan,Nr 13 [Kraków],68,0.0,nie,8
20,KLIMEK Joanna Elżbieta,Nr 13 [Kraków],162,0.0,nie,8
21,GRODNY Szymon Zbigniew,Nr 13 [Kraków],58,0.0,nie,8
22,KASPERCZYK Beata Joanna,Nr 13 [Kraków],114,0.0,nie,8
23,BARAN Piotr Paweł,Nr 13 [Kraków],137,0.0,nie,8
24,KONDRACIUK Alicja,Nr 13 [Kraków],119,0.0,nie,8
25,ORAMUS Tomasz Artur,Nr 13 [Kraków],114,0.0,nie,8
26,MALLY Grażyna,Nr 13 [Kraków],114,0.0,nie,8
27,SROGA Marlena Magdalena,Nr 13 [Kraków],177,0.0,nie,8
28,GOWIN Grzegorz Jacek,Nr 13 [Kraków],547,0.0,nie,8
1,KŁOBUKOWSKI Paweł,Nr 16 [Płock],1289,0.01,nie,8
2,GĄSIOROWSKI Marek,Nr 16 [Płock],390,0.0,nie,8
3,JAKUBOWSKA Izabela,Nr 16 [Płock],588,0.0,nie,8
4,KUŚMIREK Andrzej Mikołaj,Nr 16 [Płock],415,0.0,nie,8
5,DŁUGOŁĘCKI Mariusz,Nr 16 [Płock],205,0.0,nie,8
6,KOSSECKI Paweł Antoni,Nr 16 [Płock],108,0.0,nie,8
7,DĄBROWSKA Żaneta,Nr 16 [Płock],281,0.0,nie,8
8,PIETRUS Artur,Nr 16 [Płock],259,0.0,nie,8
9,KUBIAK Monika,Nr 16 [Płock],435,0.0,nie,8
10,LUBOWIEDZKI Daniel,Nr 16 [Płock],147,0.0,nie,8
11,KOZIŃSKI Przemysław Piotr,Nr 16 [Płock],108,0.0,nie,8
12,LEŃSKA Elżbieta,Nr 16 [Płock],159,0.0,nie,8
13,WIŚNIEWSKI Mateusz,Nr 16 [Płock],155,0.0,nie,8
14,BILIŃSKA Arleta Agnieszka,Nr 16 [Płock],137,0.0,nie,8
15,KACPERCZYK Krystyna Barbara,Nr 16 [Płock],44,0.0,nie,8
16,NASIEROWSKA Dorota,Nr 16 [Płock],107,0.0,nie,8
17,ZALIKHOV Robert,Nr 16 [Płock],75,0.0,nie,8
18,PAPIEROWSKA Kinga,Nr 16 [Płock],167,0.0,nie,8
19,LATARSKI Tomasz,Nr 16 [Płock],120,0.0,nie,8
20,JANKOWSKI Artur,Nr 16 [Płock],492,0.0,nie,8
1,DRZEWIŃSKI Piotr Michał,Nr 17 [Radom],543,0.0,nie,8
2,SKRZYPCZAK Iwona Maryla,Nr 17 [Radom],376,0.0,nie,8
3,MANIAK Jan,Nr 17 [Radom],161,0.0,nie,8
4,KOŁODZIEJSKI Paweł Konrad,Nr 17 [Radom],172,0.0,nie,8
5,SKIERCZYŃSKA Marzena Elżbieta,Nr 17 [Radom],145,0.0,nie,8
6,PAJĄK Mieczysław,Nr 17 [Radom],166,0.0,nie,8
7,PERLIKOWSKI Bogdan Marian,Nr 17 [Radom],51,0.0,nie,8
8,CZARNECKI Dominik,Nr 17 [Radom],179,0.0,nie,8
9,STECZOWICZ Bartłomiej Aleksander,Nr 17 [Radom],38,0.0,nie,8
10,SZELIGA Leszek,Nr 17 [Radom],102,0.0,nie,8
11,NOWAK Marcin Adam,Nr 17 [Radom],95,0.0,nie,8
12,CHODNICKA Aleksandra,Nr 17 [Radom],114,0.0,nie,8
13,BARTOSIAK Wiesława Anna,Nr 17 [Radom],57,0.0,nie,8
14,BARTYZEL Sylwia Anna,Nr 17 [Radom],58,0.0,nie,8
15,PAJĄK Aneta,Nr 17 [Radom],247,0.0,nie,8
16,DUCHNIAK Dariusz Józef,Nr 17 [Radom],51,0.0,nie,8
1,CZARNECKI Marek Aleksander,Nr 18 [Siedlce],986,0.01,nie,8
2,KOWALCZYK Urszula Elżbieta,Nr 18 [Siedlce],542,0.0,nie,8
3,GAJOWNICZEK Krzysztof,Nr 18 [Siedlce],343,0.0,nie,8
4,STARZYŃSKI Rafał Radosław,Nr 18 [Siedlce],358,0.0,nie,8
5,KĘPA Justyna Joanna,Nr 18 [Siedlce],227,0.0,nie,8
6,LENDA Mariusz,Nr 18 [Siedlce],100,0.0,nie,8
7,BODZAN Adam,Nr 18 [Siedlce],176,0.0,nie,8
8,SZYDŁOWSKA Ewa,Nr 18 [Siedlce],333,0.0,nie,8
9,ROBAK Alfred Franciszek,Nr 18 [Siedlce],79,0.0,nie,8
10,CZARNOCKI Dominik,Nr 18 [Siedlce],119,0.0,nie,8
11,DEPTUŁA Urszula,Nr 18 [Siedlce],193,0.0,nie,8
12,PIÓRKOWSKI Kamil,Nr 18 [Siedlce],117,0.0,nie,8
13,BUJALSKI Mirosław,Nr 18 [Siedlce],67,0.0,nie,8
14,GÓRSKA Marianna,Nr 18 [Siedlce],133,0.0,nie,8
15,MARCHEWKA Grzegorz Stanisław,Nr 18 [Siedlce],121,0.0,nie,8
16,PRZEŹDZIECKA Marzena,Nr 18 [Siedlce],125,0.0,nie,8
17,ZYŚK Jarosław Krzysztof,Nr 18 [Siedlce],90,0.0,nie,8
18,KISIELIŃSKI Dariusz Paweł,Nr 18 [Siedlce],70,0.0,nie,8
19,WYSMUŁEK Ewa,Nr 18 [Siedlce],93,0.0,nie,8
20,RYŚ Andrzej Paweł,Nr 18 [Siedlce],171,0.0,nie,8
21,ROBAK Paulina Beata,Nr 18 [Siedlce],92,0.0,nie,8
22,RYTEL Szymon,Nr 18 [Siedlce],59,0.0,nie,8
23,GOŁACKA Małgorzata Halina,Nr 18 [Siedlce],98,0.0,nie,8
24,NASTAŁA Andrzej Zbigniew,Nr 18 [Siedlce],327,0.0,nie,8
1,WYSOCKI Grzegorz,Nr 20 [Warszawa],2277,0.01,nie,8
2,STARZYŃSKI Jan,Nr 20 [Warszawa],1416,0.01,nie,8
3,KORCZAK Agata,Nr 20 [Warszawa],1875,0.01,nie,8
